,rmse_pred,mae_pred,rmse_corr,mae_corr
0,0.631977147460189,0.4850104365557907,0.6701722006369645,0.5559820883505204
1,0.6251695427055832,0.4796468919903505,0.6262964999856477,0.46782537388526135
2,0.6189920225298567,0.4705852909459758,0.6558574126599483,0.45986423089145023
3,0.613101714391043,0.46135124822221096,0.8270331238346942,0.6415250350871694
4,0.6059085317082573,0.45162506413311954,0.9709766032293186,0.8103945699438464
5,0.6025437706696938,0.4455455538598411,1.0356550040681394,0.8837208433601889
6,0.5960766290607348,0.4411439880733651,1.039675283541682,0.8916581529615333
7,0.5934432816270686,0.4340438950049174,1.0931731306530972,0.9512920161337707
8,0.5903832623110972,0.43015252573868773,1.072367283653078,0.9302598217210217
9,0.5871316104640216,0.4259259691138915,0.9882462701555312,0.8400287415123227
10,0.5851077070470132,0.41999463849951607,0.9912310209111764,0.8461734163867118
11,0.5857380092472726,0.41615056902568165,0.9945427638282286,0.8506958364037494
12,0.5849396348376075,0.41302302071043157,0.9515805641683167,0.8045457005340867
13,0.5837628969430743,0.4125039799465838,0.9606241817672407,0.814889330912693
14,0.5839837641770477,0.4119256679545556,0.943658314414003,0.7967460476965509
15,0.58552242742991,0.41049357326003383,0.9660946858014025,0.8222730953048772
16,0.5837203202677995,0.4113022658082527,0.9260484282004823,0.778944550875702
17,0.5833445208903624,0.41063131412507287,0.9271375612513791,0.7812399494293486
18,0.58316035737195,0.41094740594088847,0.9050503912554383,0.7578577731035846
19,0.5846307526752068,0.4141304633261294,0.9063958330665097,0.7584335262340611
20,0.584496269809083,0.4141632089649792,0.8654406453028627,0.714029521520751
21,0.5861784931996797,0.4167480925885468,0.8284096581488916,0.670994681641488
22,0.5878908927969777,0.41508417931188235,0.809952758459511,0.64754229923049
23,0.5877465014678355,0.41566455257294577,0.779873895650497,0.6129876932476311
24,0.5884138154873044,0.4132461129686133,0.7663092406048411,0.5961549126244544
25,0.5880105519942503,0.41367517848121743,0.7507003893070084,0.5772362024876936
26,0.5868938353478244,0.4130663590110663,0.7293560058838379,0.5522650475823359
27,0.5859582175326165,0.41255608213022404,0.7163253550188751,0.5353433116245071
